CustomerID,Recency,Frequency,Monetary,Cluster
13516.0,21,3,1389.41,2
13517.0,60,3,2128.42,2
13518.0,86,1,659.4399999999999,3
13519.0,78,1,122.75,3
13520.0,59,6,3624.35,2
13521.0,1,3,1093.65,0
13522.0,30,1,125.80000000000001,0
13523.0,33,5,3964.88,2
13524.0,41,5,680.1800000000001,2
13525.0,15,2,628.78,0
13527.0,34,7,2287.51,2
13529.0,79,2,307.76,3
13531.0,205,2,483.8,3
13532.0,34,1,210.31,0
13533.0,183,3,270.79,3
13534.0,2,25,5870.08,1
13536.0,1,7,3448.29,1
13538.0,43,7,1280.85,2
13539.0,86,3,631.34,2
13544.0,40,2,291.41,0
13546.0,12,3,626.99,0
13548.0,96,2,682.41,2
13549.0,26,7,918.2,2
13551.0,319,1,91.80000000000001,3
13552.0,66,12,3740.07,2
13555.0,74,4,4149.28,2
13557.0,28,2,584.06,0
13558.0,6,4,605.06,0
13560.0,7,1,174.37,0
13561.0,216,1,141.85999999999999,3
13562.0,82,3,1799.33,2
13563.0,84,2,777.53,2
13564.0,144,3,1749.02,2
13565.0,19,2,240.22,0
13566.0,41,2,874.71,2
13568.0,173,1,192.85,3
13569.0,17,2,373.75,0
13570.0,243,1,239.49,3
13571.0,13,12,2092.32,1
13572.0,206,1,1384.25,3
13573.0,50,2,294.4,0
13575.0,23,5,732.0699999999999,2
13576.0,10,18,6717.34,1
13577.0,25,4,1687.6000000000001,2
13579.0,15,2,467.04,0
13581.0,309,1,118.0,3
13583.0,156,1,781.03,3
13584.0,307,1,142.4,3
13587.0,64,1,712.4,3
13588.0,16,9,2478.95,1
13589.0,15,2,379.65,0
13590.0,11,6,1981.92,1
13591.0,65,3,1117.13,2
13592.0,36,4,247.95999999999998,0
13593.0,108,5,2037.0800000000002,2
13594.0,53,1,396.97,3
13596.0,6,2,697.04,0
13598.0,47,1,180.17000000000002,3
13599.0,1,21,5153.67,1
13600.0,312,1,219.52,3
13601.0,45,2,693.32,2
13602.0,65,1,428.89,3
13603.0,26,1,164.34,0
13606.0,29,3,280.53999999999996,0
13607.0,40,1,678.01,0
13610.0,12,7,1131.88,1
13611.0,89,3,1171.8,2
13614.0,24,4,1610.46,2
13615.0,319,1,417.69,3
13617.0,40,3,544.18,2
13618.0,174,1,177.34,3
13621.0,117,1,213.85,3
13623.0,31,5,747.78,2
13626.0,253,1,257.23,3
13627.0,59,5,1638.47,2
13629.0,23,11,7792.36,1
13630.0,5,7,2031.78,1
13631.0,100,11,3070.42,2
13632.0,25,5,2121.27,2
13634.0,33,5,1575.16,2
13635.0,68,1,1071.03,3
13636.0,37,5,949.12,2
13637.0,52,3,810.5,2
13638.0,16,1,122.64,0
13639.0,74,1,1033.34,3
13642.0,216,1,354.8,3
13643.0,31,3,519.44,0
13644.0,16,4,2624.26,2
13645.0,120,1,252.1,3
13647.0,10,4,1678.1200000000001,2
13649.0,257,2,346.6,3
13650.0,17,6,1836.34,2
13651.0,35,2,94.2,0
13652.0,46,3,1095.08,2
13654.0,43,6,2707.33,2
13655.0,114,2,932.97,2
13656.0,165,2,379.65,3
13657.0,11,2,382.14,0
13658.0,10,5,2639.17,1
13659.0,206,2,1573.2,2
13662.0,86,3,897.76,2
13663.0,179,1,189.47,3
13666.0,60,3,84.65,3
13667.0,149,1,305.02,3
13668.0,3,21,6363.59,1
13669.0,51,2,218.55,3
13670.0,75,1,349.7,3
13672.0,301,2,186.39000000000001,3
13673.0,19,2,396.92,0
13675.0,151,2,486.82000000000005,3
13678.0,152,1,232.6,3
13680.0,1,4,3722.42,1
13681.0,18,4,827.83,2
13682.0,187,1,59.5,3
13684.0,286,1,67.23,3
13685.0,3,7,3119.44,1
13686.0,183,1,72.0,3
13689.0,63,1,910.0,3
13690.0,59,1,172.25,3
13692.0,25,3,1488.32,2
13694.0,4,50,65039.62,1
13695.0,31,15,2504.13,1
13697.0,39,1,151.29999999999998,3
13699.0,155,1,308.58000000000004,3
13700.0,26,10,2265.12,1
13703.0,318,1,99.5,3
13704.0,5,9,2308.06,1
13705.0,8,3,711.86,0
13706.0,303,1,330.79,3
13707.0,267,2,806.41,3
13708.0,271,1,296.88,3
13709.0,4,13,6328.05,1
13710.0,32,1,180.48,0
13711.0,219,2,252.06,3
13712.0,247,1,228.84,3
13715.0,281,5,1079.34,2
13716.0,269,1,138.28,3
13717.0,32,6,1445.01,2
13718.0,246,2,306.55,3
13719.0,15,5,1041.68,2
13720.0,117,4,799.9,2
13721.0,36,1,524.14,0
13722.0,132,3,2375.41,2
13723.0,217,1,199.85000000000002,3
13725.0,50,8,1980.56,2
13726.0,39,2,1079.6599999999999,2
13727.0,29,2,333.48,0
13728.0,37,6,1016.14,2
13730.0,136,2,752.6,3
13731.0,219,2,610.59,3
13732.0,28,1,491.86,0
13735.0,25,4,2885.2400000000002,2
13736.0,5,2,731.9,0
13737.0,200,1,339.59999999999997,3
13739.0,18,1,216.9,0
13740.0,241,1,350.75,3
13741.0,72,3,668.4300000000001,2
13742.0,17,12,3131.02,1
13743.0,3,7,1341.6,1
13744.0,95,2,1156.36,2
13745.0,162,1,300.04,3
13747.0,374,1,79.6,3
13748.0,96,5,948.25,2
13750.0,54,5,1647.26,2
13751.0,288,1,296.25,3
13752.0,124,6,1186.28,2
13753.0,288,1,741.26,3
13754.0,152,2,282.59999999999997,3
13755.0,4,9,2161.35,1
13756.0,2,14,5189.52,1
13758.0,12,7,3190.55,1
13759.0,33,2,659.4100000000001,0
13760.0,54,2,286.79,3
13761.0,50,2,1070.65,2
13762.0,219,1,306.72,3
13763.0,63,1,1714.96,2
13764.0,71,3,1521.76,2
13767.0,2,37,17220.36,1
13769.0,2,10,2796.51,1
13771.0,64,4,2634.45,2
13772.0,34,3,1132.13,2
13774.0,82,1,345.0,3
13777.0,1,33,25977.16,1
13778.0,103,1,178.7,3
13780.0,7,2,360.01,0
13781.0,251,1,127.84,3
13782.0,13,6,912.0,2
13784.0,10,11,2462.79,1
13786.0,367,1,230.39999999999998,3
13787.0,76,2,309.04,3
13790.0,4,1,348.8,0
13791.0,128,2,1516.0,2
13792.0,66,2,195.55,3
13798.0,1,57,37153.85,1
13799.0,117,2,688.86,3
13800.0,310,1,558.32,3
13801.0,67,1,324.8,3
13802.0,139,3,4599.42,2
13803.0,255,1,277.07,3
13804.0,31,7,2635.79,2
13805.0,52,2,924.6,2
13806.0,64,1,256.38,3
13807.0,367,1,112.6,3
13808.0,6,5,1747.66,1
13809.0,305,1,155.05,3
13810.0,29,3,1499.01,2
13811.0,184,3,814.5,2
13812.0,42,3,539.0,2
13813.0,40,4,1366.8600000000001,2
13814.0,92,2,1579.12,2
13815.0,22,4,4027.36,2
13816.0,24,2,571.6700000000001,0
13817.0,29,2,382.98,0
13819.0,302,3,1140.35,2
13821.0,145,2,385.64,3
13822.0,6,2,632.0,0
13823.0,19,2,957.66,0
13824.0,33,5,1698.94,2
13826.0,176,1,189.5,3
13827.0,58,3,412.05,2
13828.0,22,1,209.49,0
13831.0,16,6,2202.99,1
13832.0,19,1,52.199999999999996,0
13833.0,159,1,384.8,3
13835.0,25,4,834.57,2
13837.0,212,2,271.24,3
13838.0,6,4,691.73,0
13841.0,253,1,85.0,3
13842.0,59,9,3385.62,2
13844.0,11,1,361.62,0
13845.0,65,1,312.98,3
13846.0,25,3,865.0600000000001,2
13848.0,92,3,1255.0,2
13849.0,52,2,1537.95,2
13850.0,129,1,1595.48,3
13851.0,96,3,2651.46,2
13853.0,57,1,1090.14,3
13854.0,9,25,8109.5199999999995,1
13856.0,169,3,388.5,3
13858.0,57,1,216.17,3
13859.0,326,1,201.16,3
13860.0,1,5,1245.9,1
13862.0,18,8,2209.36,1
13863.0,248,1,305.78,3
13865.0,58,4,501.56,2
13866.0,74,1,145.67000000000002,3
13867.0,31,3,1015.29,2
13868.0,7,2,3192.54,0
13869.0,123,4,3104.95,2
13870.0,2,8,2770.94,1
13871.0,23,13,6403.25,1
13873.0,120,3,389.6,3
13874.0,358,1,540.45,3
13875.0,54,5,1786.79,2
13876.0,64,1,122.7,3
13877.0,86,1,117.24,3
13878.0,55,1,1281.53,3
13880.0,21,13,3219.77,1
13881.0,4,20,17159.52,1
13882.0,3,5,1191.13,1
13883.0,11,5,2674.48,1
13884.0,7,5,787.6,0
13885.0,189,2,506.8,3
13886.0,71,1,243.56,3
13887.0,204,1,349.55,3
13888.0,120,2,605.63,3
13889.0,93,1,416.90000000000003,3
13890.0,1,10,1883.8100000000002,1
13892.0,27,4,632.97,2
13893.0,298,1,821.1,3
13894.0,24,3,564.62,0
13895.0,28,4,2593.07,2
13897.0,50,1,311.16,3
13898.0,326,1,155.93,3
13899.0,16,2,388.52,0
13900.0,183,3,740.95,2
13901.0,72,5,2867.2,2
13904.0,37,2,332.64,0
13908.0,80,4,2369.55,2
13911.0,57,9,2580.91,2
13914.0,12,2,626.45,0
13917.0,50,2,272.04,0
13918.0,50,2,1212.8400000000001,2
13919.0,59,2,384.81,3
13922.0,352,1,172.25,3
13923.0,54,1,351.13,3
13924.0,2,6,1838.8500000000001,1
13925.0,93,4,678.25,2
13926.0,23,1,223.85000000000002,0
13927.0,75,1,348.99,3
13928.0,11,4,464.57,0
13929.0,169,2,842.65,3
13930.0,58,2,337.34,3
13931.0,96,2,1237.53,2
13932.0,295,1,307.4,3
13933.0,109,2,608.7900000000001,3
13934.0,264,1,922.1,3
13936.0,180,1,376.58,3
13937.0,169,1,158.85,3
13938.0,35,1,71.66,3
13939.0,23,3,568.55,0
13940.0,17,4,839.14,2
13941.0,22,5,5112.96,1
13946.0,79,3,561.5699999999999,2
13947.0,65,1,90.6,3
13948.0,361,1,102.0,3
13949.0,3,6,2427.32,1
13950.0,11,4,745.06,0
13951.0,176,3,674.45,2
13952.0,218,2,3251.071,2
13953.0,7,7,3515.68,1
13954.0,2,2,439.92,0
13955.0,154,2,322.96,3
13956.0,5,5,1026.42,1
13959.0,79,3,598.2,2
13960.0,21,2,230.22,0
13962.0,22,2,169.55,0
13963.0,308,4,664.54,2
13967.0,146,1,80.7,3
13969.0,7,18,9053.94,1
13971.0,19,8,2758.26,1
13972.0,71,2,190.25,3
13973.0,287,1,264.7,3
13974.0,49,1,413.59000000000003,3
13975.0,31,6,2526.28,2
13976.0,207,1,357.98,3
13978.0,15,2,196.79000000000002,0
13979.0,73,1,869.87,3
13980.0,60,1,200.14,3
13982.0,39,4,1871.81,2
13983.0,30,12,2603.43,1
13984.0,27,5,920.51,2
13985.0,4,15,7060.13,1
13986.0,17,1,320.46,0
13988.0,20,6,4147.96,1
13989.0,66,2,1266.08,2
13990.0,213,1,311.3,3
13991.0,12,6,855.97,2
13992.0,30,1,76.8,3
13993.0,43,9,3466.36,2
13994.0,4,6,2313.14,1
13995.0,15,5,1393.69,2
13999.0,10,12,3901.81,1
14000.0,211,1,635.66,3
14001.0,46,3,2043.0800000000002,2
14002.0,134,2,529.73,3
14004.0,43,7,4582.64,2
14005.0,10,5,2874.72,1
14006.0,116,3,962.19,2
14009.0,198,2,695.61,3
14012.0,278,1,328.8,3
14013.0,110,3,473.02,2
14014.0,77,1,505.18,3
14015.0,53,1,917.34,3
14016.0,162,4,4341.21,2
14019.0,47,3,1421.61,2
14020.0,17,2,642.8,0
14021.0,155,3,631.9,2
14022.0,225,1,440.0,3
14023.0,7,2,584.07,0
14024.0,122,2,327.7,3
14027.0,61,1,104.82,3
14029.0,63,2,467.66,3
14030.0,18,8,2360.09,1
14031.0,7,19,17286.86,1
14032.0,2,11,2975.59,1
14034.0,22,3,651.8199999999999,0
14035.0,29,5,1428.02,2
14036.0,285,1,626.65,3
14037.0,176,2,147.20000000000002,3
14038.0,78,3,1560.38,2
14039.0,33,1,152.2,3
14040.0,41,12,3614.92,1
14041.0,266,1,141.41,3
14044.0,27,4,652.82,2
14045.0,109,4,1659.75,2
14046.0,284,1,154.99,3
14047.0,9,5,1308.6100000000001,1
14048.0,305,1,409.93,3
14049.0,17,4,5681.72,1
14050.0,32,2,746.36,0
14051.0,1,23,15610.390000000001,1
14052.0,20,1,225.36,0
14053.0,124,2,260.25,3
14054.0,65,1,92.46,3
14055.0,106,1,725.6400000000001,3
14056.0,1,23,8214.65,1
14057.0,24,17,6217.96,1
14059.0,267,1,183.6,3
14060.0,5,19,6140.42,1
14062.0,10,12,10464.85,1
14064.0,29,5,1353.74,2
14066.0,267,1,152.55,3
14067.0,64,2,374.7,3
14068.0,320,1,265.85,3
14071.0,4,8,1438.82,1
14073.0,32,1,151.04,0
14075.0,5,3,942.26,0
14076.0,129,1,122.47,3
14077.0,41,5,499.41999999999996,2
14078.0,102,6,1049.37,2
14079.0,125,1,375.1,3
14080.0,33,1,45.599999999999994,3
14081.0,302,2,934.52,3
14082.0,365,1,182.25,3
14083.0,4,9,1018.43,1
14085.0,2,18,4448.54,1
14087.0,3,1,194.42,0
14088.0,10,13,50491.81,1
14089.0,57,1,161.0,3
14090.0,325,1,76.32000000000001,3
14092.0,8,14,4076.91,1
14093.0,12,1,442.85,0
14096.0,4,17,65164.79,1
14098.0,37,1,147.35,3
14099.0,16,11,3104.17,1
14100.0,138,1,194.9,3
14101.0,74,6,5976.79,2
14102.0,5,5,1360.28,1
14104.0,155,2,216.20999999999998,3
14105.0,239,1,1266.23,3
14107.0,52,7,2703.23,2
14108.0,31,2,597.91,0
14109.0,73,1,144.2,3
14110.0,4,12,5683.15,1
14111.0,14,4,692.85,0
14112.0,23,7,2915.15,1
14113.0,4,4,1840.42,1
14114.0,274,2,386.53,3
14116.0,20,5,1382.74,2
14117.0,144,1,90.0,3
14121.0,4,4,2780.15,1
14124.0,84,1,419.58000000000004,3
14125.0,11,3,2740.43,2
14126.0,8,3,706.1300000000001,0
14127.0,123,3,709.71,2
14128.0,61,2,637.5,2
14129.0,2,5,1123.8600000000001,1
14130.0,319,1,483.86,3
14132.0,2,11,3586.0299999999997,1
14133.0,130,3,605.64,2
14135.0,2,15,4690.31,1
14138.0,2,2,982.3800000000001,0
14139.0,46,1,415.82,3
14140.0,4,2,935.05,0
14141.0,3,4,915.13,0
14142.0,373,1,311.81,3
14143.0,134,1,115.8,3
14145.0,47,4,3742.2,2
14146.0,9,5,4191.0,1
14147.0,78,2,483.4,3
14148.0,234,1,157.2,3
14149.0,221,1,446.62,3
14150.0,36,2,658.64,0
14152.0,75,2,621.29,2
14154.0,239,2,1345.62,2
14155.0,266,1,118.75,3
14156.0,10,55,117379.63,1
14157.0,20,2,432.88,0
14158.0,40,1,507.66,0
14159.0,20,11,4693.01,1
14161.0,216,3,1110.52,2
14162.0,174,2,289.36,3
14163.0,87,4,2445.91,2
14164.0,71,2,1631.77,2
14165.0,276,1,122.53999999999999,3
14167.0,39,4,574.84,2
14171.0,98,1,363.79,3
14173.0,11,4,450.84,0
14174.0,33,1,134.46,3
14175.0,60,3,3222.3,2
14176.0,297,4,576.9000000000001,2
14177.0,86,4,559.41,2
14178.0,9,7,1620.93,1
14179.0,41,2,719.78,2
14180.0,11,25,4748.52,1
14184.0,67,1,452.89,3
14185.0,331,1,197.65,3
14188.0,31,6,2054.36,2
14189.0,2,15,4654.08,1
14191.0,2,13,4684.76,1
14193.0,68,2,853.39,2
14194.0,5,21,11349.52,1
14195.0,202,2,1012.0,2
14196.0,107,1,335.52,3
14198.0,18,4,701.4,2
14199.0,218,1,185.39999999999998,3
14201.0,60,7,747.44,2
14204.0,2,1,161.03,0
14205.0,17,2,466.7,0
14206.0,239,1,328.15999999999997,3
14208.0,95,1,151.74,3
14209.0,11,6,2073.43,1
14210.0,106,6,1905.8400000000001,2
14211.0,53,9,2241.1,2
14212.0,90,1,1070.48,3
14214.0,31,5,1004.38,2
14215.0,12,6,1789.72,1
14216.0,3,4,1839.3,1
14217.0,2,17,2004.98,1
14218.0,43,1,169.48000000000002,3
14219.0,4,1,89.94,0
14220.0,247,2,632.4,3
14221.0,42,9,3432.8,2
14222.0,177,1,683.17,3
14223.0,92,3,991.13,2
14224.0,110,4,1050.12,2
14226.0,29,5,2232.19,2
14227.0,26,10,3350.96,1
14229.0,52,3,1547.2,2
14231.0,184,3,925.71,2
14232.0,43,5,2048.07,2
14233.0,49,4,1462.72,2
14234.0,22,4,775.46,2
14235.0,75,5,3144.86,2
14236.0,81,2,490.86,3
14237.0,373,1,161.0,3
14238.0,326,1,146.85,3
14239.0,43,11,2380.85,2
14240.0,30,2,890.34,0
14241.0,184,1,213.70000000000002,3
14242.0,235,2,280.55,3
14243.0,9,10,2588.77,1
14245.0,220,2,1693.45,2
14246.0,111,3,1474.06,2
14247.0,278,1,136.76999999999998,3
14248.0,318,1,302.58,3
14250.0,7,3,1904.05,0
14251.0,2,5,2879.7000000000003,1
14256.0,260,2,969.0600000000001,3
14257.0,64,5,3099.7200000000003,2
14258.0,9,9,12669.98,1
14259.0,142,1,120.0,3
14261.0,51,2,1163.45,2
14262.0,8,8,2618.23,1
14264.0,155,2,333.97,3
14265.0,109,2,530.18,3
14267.0,163,3,1516.24,2
14270.0,332,1,492.65000000000003,3
14271.0,226,1,112.32,3
14272.0,74,2,437.96,3
14273.0,51,4,559.97,2
14276.0,99,3,1119.74,2
14277.0,15,3,4216.2,2
14280.0,197,1,134.04,3
14282.0,3,15,3729.34,1
14284.0,31,2,595.25,0
14285.0,21,4,1910.01,2
14286.0,24,3,4628.75,2
14287.0,8,3,176.63,0
14288.0,213,1,426.6,3
14289.0,9,6,911.26,1
14290.0,11,5,2314.65,1
14291.0,2,11,3883.25,1
14292.0,8,9,4871.93,1
14293.0,3,4,1046.56,1
14295.0,40,1,166.20000000000002,3
14297.0,18,4,1305.33,2
14298.0,8,44,51527.3,1
14299.0,8,9,3965.62,1
14300.0,19,1,43.2,0
14301.0,117,1,640.14,3
14304.0,223,1,383.45,3
14305.0,71,3,1858.96,2
14306.0,51,2,2093.32,2
14307.0,89,6,2995.72,2
14309.0,8,9,2352.53,1
14311.0,243,1,310.26,3
14312.0,47,6,1611.59,2
14314.0,107,1,120.0,3
14315.0,45,6,2481.13,2
14317.0,65,1,508.58000000000004,3
14320.0,207,2,477.79,3
14321.0,11,5,1530.75,1
14323.0,115,2,605.0600000000001,3
14326.0,242,1,183.85,3
14327.0,163,1,311.65,3
14329.0,17,7,5014.84,1
14331.0,124,2,462.65999999999997,3
14332.0,23,3,866.31,2
14333.0,68,1,415.2,3
14334.0,17,8,2552.21,1
14335.0,16,2,468.26,0
14336.0,17,4,1614.91,2
14338.0,161,2,588.22,3
14339.0,243,1,309.52,3
14340.0,219,1,134.7,3
14341.0,45,8,2182.28,2
14342.0,21,4,668.5600000000001,2
14344.0,127,8,889.9300000000001,2
14345.0,39,1,108.97999999999999,3
14346.0,121,2,1021.58,2
14348.0,260,1,409.57,3
14349.0,10,1,133.5,0
14350.0,274,1,282.93,3
14351.0,165,1,51.0,3
14352.0,157,4,1078.96,2
14353.0,215,1,90.6,3
14354.0,6,2,163.62,0
14355.0,366,1,174.4,3
14356.0,80,2,701.23,2
14357.0,43,1,225.77,3
14359.0,19,3,912.18,2
14360.0,32,4,2128.23,2
14362.0,22,1,161.2,0
14364.0,109,8,3717.35,2
14367.0,8,16,9261.52,1
14368.0,320,1,155.0,3
14371.0,295,1,100.5,3
14373.0,358,1,76.55,3
14375.0,185,1,257.68,3
14377.0,191,2,617.05,3
14379.0,44,2,348.1,0
14381.0,52,1,202.68,3
14382.0,26,1,626.0699999999999,0
14383.0,38,3,1247.69,2
14385.0,9,3,202.11,0
14386.0,297,1,142.4,3
14387.0,33,3,1770.56,2
14388.0,10,8,3212.84,1
14389.0,65,2,1043.46,2
14390.0,10,9,4652.82,1
14393.0,218,1,67.95,3
14395.0,2,9,3507.71,1
14396.0,65,2,487.99,3
14397.0,3,19,2612.96,1
14400.0,149,1,574.7,3
14401.0,4,13,4051.48,1
14403.0,130,4,1475.81,2
14404.0,34,6,1474.32,2
14406.0,119,1,156.75,3
14407.0,107,6,2157.73,2
14408.0,11,7,2606.53,1
14409.0,71,6,2059.4500000000003,2
14410.0,92,9,1105.07,2
14411.0,311,1,1063.0,3
14412.0,43,2,770.03,2
14413.0,362,1,122.7,3
14414.0,92,7,1496.98,2
14415.0,1,13,5900.28,1
14416.0,22,2,490.22,0
14418.0,4,3,1937.25,1
14419.0,11,6,1058.06,1
14420.0,99,1,387.52,3
14421.0,57,2,813.11,2
14422.0,1,6,4263.64,1
14423.0,218,1,265.2,3
14424.0,18,1,322.08,0
14426.0,24,10,4481.67,1
14427.0,50,2,363.34000000000003,0
14428.0,7,5,1244.83,1
14431.0,303,1,470.36,3
14432.0,10,6,2255.51,1
14434.0,22,6,1372.8,2
14436.0,99,1,89.06,3
14437.0,366,1,63.0,3
14438.0,306,1,131.9,3
14439.0,320,1,2661.24,3
14440.0,8,5,2357.6800000000003,1
14441.0,1,4,1712.89,1
14442.0,205,2,1589.82,2
14443.0,54,4,1420.2,2
14446.0,1,4,1039.58,1
14447.0,19,5,1163.23,2
14448.0,9,2,375.35,0
14449.0,19,4,907.1,2
14450.0,181,3,483.25,3
14451.0,60,2,662.59,2
14452.0,11,2,264.44,0
14453.0,190,1,119.93,3
14456.0,5,9,3062.4,1
14457.0,311,1,113.64,3
14459.0,155,1,1837.92,3
14460.0,110,3,434.34,2
14461.0,148,3,2103.06,2
14462.0,66,11,2004.02,2
14463.0,98,3,529.62,2
14465.0,247,3,1058.6200000000001,2
14466.0,29,7,2272.4,2
14467.0,18,4,598.76,0
14470.0,12,2,461.19,0
14472.0,104,8,1936.84,2
14473.0,74,2,234.34000000000003,3
14474.0,46,1,547.66,3
14475.0,72,3,925.85,2
14476.0,257,1,215.7,3
14477.0,20,4,1309.6,2
14479.0,254,2,316.25,3
14480.0,11,1,279.05,0
14481.0,165,2,636.51,3
14482.0,18,6,2068.15,2
14483.0,282,1,137.1,3
14484.0,50,1,321.92,3
14485.0,39,1,165.75,3
14487.0,27,6,1196.33,2
14488.0,68,1,1064.28,3
14489.0,207,1,463.38,3
14491.0,175,2,340.93,3
14493.0,7,5,2383.2400000000002,1
14494.0,26,1,139.56,0
14495.0,51,2,123.8,3
14496.0,312,2,538.8100000000001,3
14497.0,309,1,475.37,3
14498.0,43,5,1957.32,2
14499.0,26,3,815.32,2
14500.0,88,3,356.85,3
14501.0,184,2,251.21,3
14502.0,20,11,2470.67,1
14503.0,3,6,3543.26,1
14504.0,47,4,673.26,2
14505.0,17,8,5905.64,1
14506.0,17,5,2012.17,2
14507.0,24,6,1383.18,2
14508.0,22,2,276.42,0
14511.0,11,5,1314.81,2
14512.0,188,2,275.28,3
14513.0,101,3,455.59000000000003,2
14514.0,61,3,1055.35,2
14515.0,18,6,2102.09,2
14517.0,33,2,330.45,0
14518.0,64,1,174.37,3
14520.0,2,2,270.6,0
14522.0,24,4,974.54,2
14523.0,108,1,241.09,3
14524.0,32,9,1867.68,2
14525.0,20,9,4332.2,1
14527.0,3,55,8508.82,1
14528.0,37,1,364.21999999999997,0
14529.0,60,3,620.04,2
14530.0,26,6,2925.91,2
14532.0,236,4,932.85,2
14533.0,25,7,1949.72,2
14534.0,3,18,4447.05,1
14535.0,60,3,2864.19,2
14536.0,260,1,171.8,3
14537.0,58,1,355.56,3
14538.0,65,2,388.25,3
14539.0,16,2,537.48,0
14540.0,10,3,996.26,0
14541.0,59,8,1461.65,2
14542.0,186,1,103.25,3
14543.0,29,16,3630.33,1
14544.0,24,2,2024.45,2
14546.0,5,5,2578.09,1
14547.0,4,8,4007.54,1
14548.0,151,2,652.8,3
14549.0,311,1,289.24,3
14550.0,11,2,765.62,0
14551.0,18,2,186.23,0
14552.0,152,1,165.07,3
14553.0,19,5,859.27,2
14554.0,10,4,2381.04,1
14555.0,57,2,324.14,3
14557.0,85,1,788.38,3
14560.0,7,22,2237.77,1
14561.0,76,3,1080.76,2
14562.0,4,18,5074.77,1
14565.0,96,4,3099.12,2
14566.0,111,1,1432.0,3
14567.0,57,2,1530.3600000000001,2
14569.0,1,1,227.39,0
14570.0,281,2,218.06,3
14572.0,3,7,2832.84,1
14573.0,180,9,1653.42,2
14576.0,372,1,35.400000000000006,3
14577.0,13,4,859.71,2
14578.0,3,1,168.63,0
14581.0,17,1,138.6,0
14582.0,41,1,114.11,3
14583.0,6,5,1052.55,1
14584.0,169,4,1042.26,2
14585.0,50,1,157.05,3
14586.0,277,1,237.36,3
14587.0,19,9,1601.14,1
14589.0,372,1,39.75,3
14591.0,15,4,1447.14,2
14592.0,35,3,570.46,2
14593.0,22,3,617.99,0
14594.0,7,2,379.83,0
14595.0,20,6,1740.6,2
14597.0,11,2,883.15,0
14598.0,44,1,221.97,3
14600.0,306,1,393.33000000000004,3
14601.0,11,1,213.96,0
14603.0,275,1,660.0,3
14606.0,1,93,12156.65,1
14607.0,16,14,16569.5,1
14608.0,4,4,1785.15,1
14609.0,72,4,601.56,2
14616.0,243,3,406.08000000000004,3
14618.0,9,3,553.44,0
14619.0,246,1,394.44,3
14620.0,206,2,412.78000000000003,3
14621.0,1,5,1788.3600000000001,1
14622.0,185,1,320.58000000000004,3
14623.0,32,5,889.25,2
14624.0,57,2,225.85,3
14625.0,196,2,899.63,3
14626.0,24,4,2791.27,2
14628.0,91,2,671.96,2
14629.0,4,2,959.01,0
14631.0,51,3,1006.98,2
14632.0,263,1,114.56,3
14633.0,266,1,344.90000000000003,3
14636.0,36,2,609.85,0
14638.0,51,1,443.6,3
14639.0,52,6,2984.49,2
14640.0,24,6,2125.08,2
14641.0,22,1,110.46,0
14642.0,59,1,96.12,3
14643.0,170,2,693.8100000000001,3
14644.0,68,2,830.76,2
14645.0,157,2,597.09,3
14646.0,2,73,280206.02,1
14647.0,201,1,243.22,3
14649.0,5,4,1417.29,1
14651.0,67,2,654.6,2
14652.0,77,1,114.18,3
14653.0,1,7,1947.55,1
14655.0,8,4,1932.23,1
14656.0,169,2,291.05,3
14657.0,18,4,848.22,2
14658.0,5,2,247.15,0
14659.0,9,9,2529.93,1
14660.0,87,2,285.74,3
14661.0,27,1,107.95,0
14662.0,29,4,771.17,2
14664.0,20,2,637.89,0
14665.0,61,5,1835.7,2
14666.0,24,1,195.25,0
14667.0,11,25,9241.2,1
14669.0,242,3,1269.99,2
14670.0,280,2,411.53,3
14672.0,235,2,765.55,3
14673.0,3,5,1736.4,1
14675.0,16,1,604.75,0
14676.0,31,6,2548.2400000000002,2
14680.0,25,16,28754.11,1
14681.0,71,3,498.95,2
14682.0,188,2,52.0,3
14684.0,26,5,1236.28,2
14687.0,107,1,628.38,3
14688.0,8,21,5630.87,1
14689.0,209,1,112.8,3
14690.0,44,2,371.7,0
14691.0,31,5,2114.33,2
14692.0,137,4,591.55,2
14693.0,265,1,172.9,3
14696.0,4,7,2078.95,1
14697.0,218,2,188.60999999999999,3
14698.0,2,5,1250.76,1
14699.0,214,1,109.13000000000001,3
14700.0,32,3,2235.3,2
14701.0,11,9,2549.37,1
14702.0,1,17,3292.14,1
14703.0,15,1,318.17,0
14704.0,11,9,1546.91,1
14705.0,199,1,179.0,3
14708.0,3,3,1126.37,0
14709.0,15,13,4921.04,1
14710.0,14,4,606.13,0
14711.0,10,11,2868.8,1
14712.0,29,3,917.07,2
14713.0,9,11,2666.36,1
14714.0,24,1,160.19,0
14715.0,25,4,867.38,2
14716.0,43,2,329.68,0
14719.0,2,5,1602.13,1
14720.0,6,3,663.81,0
14722.0,147,1,187.92000000000002,3
14723.0,10,6,1158.3,1
14725.0,25,1,718.08,0
14727.0,274,1,268.58,3
14729.0,374,1,313.49,3
14730.0,1,8,2005.06,1
14731.0,47,3,380.02,0
14732.0,8,8,2702.4900000000002,1
14733.0,16,12,9585.91,1
14735.0,4,32,6065.69,1
14737.0,4,3,1164.55,0
14738.0,43,7,1314.45,2
